Year,Units,scenario,region,sector,value
2021,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06281998
2022,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06301396
2023,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06320794
2024,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06340192
2025,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0635959
2026,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06502817999999999
2027,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06646046
2028,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06789274
2029,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06932502
2030,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0707573
2031,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06953941999999999
2032,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06832154
2033,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06710366
2034,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06588578
2035,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0646679
2036,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06654738
2037,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06842686
2038,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07030634
2039,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07218582
2040,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0740653
2041,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07462924
2042,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07519318
2043,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07575712
2044,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07632106
2045,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.076885
2046,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07528119999999999
2047,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07367739999999999
2048,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0720736
2049,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0704698
2050,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.068866
2051,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.06973896
2052,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07061192
2053,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07148488
2054,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07235783999999999
2055,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0732308
2056,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07259278
2057,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07195475999999999
2058,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07131674
2059,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07067872
2060,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0700407
2061,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07116866
2062,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07229661999999999
2063,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07342458
2064,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07455254
2065,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0756805
2066,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07786302
2067,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.08004554
2068,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.08222806
2069,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.08441058
2070,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0865931
2071,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.08359698
2072,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.08060086
2073,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07760474
2074,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07460862
2075,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0716125
2076,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07247534
2077,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07333818
2078,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07420101999999999
2079,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07506386
2080,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0759267
2081,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.077016
2082,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0781053
2083,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0791946
2084,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0802839
2085,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0813732
2086,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.08059262
2087,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07981204
2088,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07903146000000001
2089,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07825088000000001
2090,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0774703
2091,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07762484
2092,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07777938
2093,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07793392
2094,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07808846
2095,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.078243
2096,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07688764
2097,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07553228
2098,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07417692
2099,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.07282156
2100,1975$/kg,rcp85hotter_ssp5,USA,Corn,0.0714662
1975,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1976,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1977,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1978,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1979,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1980,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1981,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1982,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1983,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1984,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1985,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1986,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1987,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1988,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1989,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1990,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1991,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1992,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1993,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1994,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1995,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1996,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1997,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1998,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
1999,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2000,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2001,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2002,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2003,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2004,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2005,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2006,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2007,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2008,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2009,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2010,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2011,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2012,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2013,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2014,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2015,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1329
2016,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.13233899999999998
2017,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.13177799999999998
2018,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.131217
2019,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.130656
2020,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.130095
2021,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1305084
2022,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1309218
2023,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.13133519999999999
2024,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1317486
2025,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.132162
2026,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1345792
2027,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1369964
2028,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1394136
2029,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.14183079999999998
2030,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.144248
2031,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1406666
2032,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1370852
2033,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1335038
2034,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1299224
2035,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.126341
2036,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.129133
2037,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.13192500000000001
2038,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.134717
2039,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.13750900000000002
2040,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.140301
2041,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.13982160000000002
2042,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1393422
2043,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1388628
2044,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1383834
2045,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.137904
2046,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1348728
2047,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1318416
2048,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1288104
2049,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1257792
2050,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.122748
2051,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1237782
2052,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1248084
2053,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1258386
2054,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1268688
2055,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.127899
2056,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1261346
2057,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.12437020000000001
2058,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1226058
2059,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1208414
2060,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.119077
2061,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1215466
2062,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1240162
2063,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.12648579999999998
2064,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1289554
2065,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.131425
2066,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1311462
2067,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1308674
2068,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1305886
2069,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1303098
2070,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.130031
2071,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1263546
2072,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1226782
2073,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1190018
2074,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1153254
2075,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.111649
2076,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.11220719999999999
2077,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1127654
2078,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1133236
2079,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1138818
2080,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.11444
2081,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1149398
2082,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1154396
2083,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1159394
2084,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1164392
2085,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.116939
2086,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1164478
2087,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1159566
2088,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1154654
2089,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1149742
2090,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.114483
2091,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1138692
2092,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1132554
2093,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1126416
2094,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1120278
2095,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.111414
2096,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1103442
2097,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.10927440000000001
2098,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1082046
2099,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.1071348
2100,1975$/kg,rcp85hotter_ssp5,USA,OilCrop,0.106065
1975,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1976,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1977,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1978,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1979,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1980,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1981,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1982,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1983,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1984,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1985,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1986,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1987,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1988,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1989,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1990,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1991,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1992,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1993,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1994,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1995,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1996,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1997,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1998,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
1999,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2000,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2001,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2002,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2003,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2004,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2005,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2006,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2007,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2008,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2009,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2010,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2011,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2012,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2013,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2014,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2015,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0734
2016,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.07279386
2017,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.07218772
2018,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.07158158
2019,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.07097544
2020,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0703693
2021,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06920277999999999
2022,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06803626
2023,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06686974
2024,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06570322
2025,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0645367
2026,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06477892
2027,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06502114
2028,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06526335999999999
2029,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06550558
2030,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0657478
2031,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06521458
2032,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06468136
2033,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06414814
2034,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06361492
2035,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0630817
2036,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06330294
2037,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06352418
2038,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06374542000000001
2039,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06396666000000001
2040,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0641879
2041,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06448646000000001
2042,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06478502
2043,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06508358
2044,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06538213999999999
2045,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0656807
2046,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06460141999999999
2047,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06352213999999999
2048,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.062442859999999996
2049,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06136358
2050,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0602843
2051,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0604106
2052,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0605369
2053,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0606632
2054,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.060789499999999996
2055,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0609158
2056,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06071856
2057,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.060521319999999997
2058,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06032408
2059,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06012684
2060,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0599296
2061,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.05971292
2062,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.05949624
2063,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.05927956
2064,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.05906288
2065,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0588462
2066,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.059605080000000005
2067,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06036396
2068,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.061122840000000005
2069,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06188172
2070,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0626406
2071,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06166308
2072,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06068556
2073,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.059708040000000004
2074,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.05873052
2075,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.057753
2076,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0579762
2077,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0581994
2078,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0584226
2079,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0586458
2080,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.058869
2081,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.05964194
2082,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06041488
2083,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.061187820000000004
2084,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.061960760000000004
2085,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0627337
2086,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06215184
2087,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06156998
2088,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06098812
2089,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06040626
2090,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0598244
2091,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06003984
2092,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06025528
2093,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06047072
2094,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06068616
2095,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0609016
2096,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06082382
2097,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06074604
2098,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06066826
2099,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.06059048
2100,1975$/kg,rcp85hotter_ssp5,USA,Wheat,0.0605127
